,DAS,TT_rape,Plant,Eabs
781,21,379.0,25,1.597713723161
782,21,379.0,26,1.5989560352280001
783,21,379.0,27,1.5970941291480003
784,21,379.0,28,1.59461691699
785,21,379.0,29,1.5973001763660002
786,21,379.0,30,1.5981287475759998
787,21,379.0,31,1.5962670647
788,21,379.0,32,1.5991661167640001
789,21,379.0,33,1.5975085080629998
790,21,379.0,34,1.5989542178269998
791,21,379.0,35,1.596888840633
792,22,393.0,0,2.453488716325
793,22,393.0,1,2.450839667291
794,22,393.0,2,2.45243162192
795,22,393.0,3,2.4524347702509997
796,22,393.0,4,2.4542823321999996
797,22,393.0,5,2.4500513687000005
798,22,393.0,6,2.450840702516
799,22,393.0,7,2.4511079515659997
800,22,393.0,8,2.4529583356119997
801,22,393.0,9,2.451105597133
802,22,393.0,10,2.4524268455469995
803,22,393.0,11,2.4503096924959995
804,22,393.0,12,2.4529605040999996
805,22,393.0,13,2.453487489307
806,22,393.0,14,2.4534908960140003
807,22,393.0,15,2.454019178775
808,22,393.0,16,2.4521672517299993
809,22,393.0,17,2.450842902338
810,22,393.0,18,2.453225316159
811,22,393.0,19,2.451902493402
812,22,393.0,20,2.4524271671960003
813,22,393.0,21,2.449519320273
814,22,393.0,22,2.453226386483
815,22,393.0,23,2.4508451247479996
816,22,393.0,24,2.4516337145789997
817,22,393.0,25,2.4518982887669996
818,22,393.0,26,2.4534912694510003
819,22,393.0,27,2.4513711892180003
820,22,393.0,28,2.452962714572
821,22,393.0,29,2.4540207117140005
822,22,393.0,30,2.4577251129199995
823,22,393.0,31,2.450314269593
824,22,393.0,32,2.4571969466400003
825,22,393.0,33,2.455605649106
826,22,393.0,34,2.4542834683460004
827,22,393.0,35,2.457461010912
828,23,409.4,0,2.781935044194
829,23,409.4,1,2.7831862257479996
830,23,409.4,2,2.7796909819840008
831,23,409.4,3,2.7791963390180006
832,23,409.4,4,2.7821877841709997
833,23,409.4,5,2.7791904725770005
834,23,409.4,6,2.7806887736830004
835,23,409.4,7,2.779197998905999
836,23,409.4,8,2.7834360989440006
837,23,409.4,9,2.775700935536
838,23,409.4,10,2.7831880553220003
839,23,409.4,11,2.7794490618800003
840,23,409.4,12,2.783189603424
841,23,409.4,13,2.780193791671
842,23,409.4,14,2.7786986237489995
843,23,409.4,15,2.7819433440190005
844,23,409.4,16,2.782439336919
845,23,409.4,17,2.7819393727880004
846,23,409.4,18,2.78293927457
847,23,409.4,19,2.7844290894439996
848,23,409.4,20,2.7816843370389996
849,23,409.4,21,2.781938679524
850,23,409.4,22,2.7819382739009995
851,23,409.4,23,2.7814379197
852,23,409.4,24,2.7829343836200002
853,23,409.4,25,2.7801938708710003
854,23,409.4,26,2.781191149853001
855,23,409.4,27,2.779193524755
856,23,409.4,28,2.778697431628
857,23,409.4,29,2.7806906937519997
858,23,409.4,30,2.777200359773
859,23,409.4,31,2.7836853085459996
860,23,409.4,32,2.780193418213
861,23,409.4,33,2.777947167329
862,23,409.4,34,2.777701890575
863,23,409.4,35,2.783432179974
864,24,427.5,0,3.430766356966
865,24,427.5,1,3.432962360403
866,24,427.5,2,3.4351527193809996
867,24,427.5,3,3.4327140008560004
868,24,427.5,4,3.4346668759420003
869,24,427.5,5,3.4327061192120003
870,24,427.5,6,3.430520382889
871,24,427.5,7,3.4307581411230004
872,24,427.5,8,3.431739074527
873,24,427.5,9,3.4349147663690003
874,24,427.5,10,3.4344273487279993
875,24,427.5,11,3.4307651429959996
876,24,427.5,12,3.4317346529779997
877,24,427.5,13,3.4329532962830003
878,24,427.5,14,3.427097291741
879,24,427.5,15,3.4314919456340003
880,24,427.5,16,3.428319580719
881,24,427.5,17,3.43002830474
882,24,427.5,18,3.4319796179620004
883,24,427.5,19,3.432965694348
884,24,427.5,20,3.4322233950159995
885,24,427.5,21,3.431986849595
886,24,427.5,22,3.4300323812669995
887,24,427.5,23,3.4261254411750004
888,24,427.5,24,3.4368598589319994
889,24,427.5,25,3.4329588285519996
890,24,427.5,26,3.433689906925
891,24,427.5,27,3.42929448469
892,24,427.5,28,3.4290473732109996
893,24,427.5,29,3.4324653010120003
894,24,427.5,30,3.436625144447999
895,24,427.5,31,3.430760714081
896,24,427.5,32,3.4358881075770005
897,24,427.5,33,3.432961945838
898,24,427.5,34,3.431736230579
899,24,427.5,35,3.4329606905119996
900,25,446.05,0,3.7631496211200006
901,25,446.05,1,3.7526587250259995
902,25,446.05,2,3.673872306489
903,25,446.05,3,3.788536158077
904,25,446.05,4,3.722665916411
905,25,446.05,5,3.796848771825
906,25,446.05,6,3.8003588197669993
907,25,446.05,7,3.7852614701979994
908,25,446.05,8,3.631409879316
909,25,446.05,9,3.611499438234
910,25,446.05,10,3.7865664424720005
911,25,446.05,11,3.787443112015
912,25,446.05,12,3.7880966967719996
913,25,446.05,13,3.653733384755
914,25,446.05,14,3.789194482253
915,25,446.05,15,3.657892264856
916,25,446.05,16,3.783503794171
917,25,446.05,17,3.7874446145419998
918,25,446.05,18,3.659198767956
919,25,446.05,19,3.713690644543
920,25,446.05,20,3.7861275175690006
921,25,446.05,21,3.787444665396
922,25,446.05,22,3.754617474793
923,25,446.05,23,3.698600675675
924,25,446.05,24,3.70209852168
925,25,446.05,25,3.7147767548480006
926,25,446.05,26,3.6592070168650004
927,25,446.05,27,3.7889655440319996
928,25,446.05,28,3.652639498949
929,25,446.05,29,3.787444391802
930,25,446.05,30,3.713472843922
931,25,446.05,31,3.7307594213780004
932,25,446.05,32,3.7117261220630002
933,25,446.05,33,3.786128024188
934,25,446.05,34,3.6710203421489993
935,25,446.05,35,3.779560837175
936,26,464.75,0,4.150678756976
937,26,464.75,1,4.490616980589
938,26,464.75,2,4.083433932346
939,26,464.75,3,4.634031765299
940,26,464.75,4,4.238821893770999
941,26,464.75,5,4.4888758307979995
942,26,464.75,6,4.619675465617999
943,26,464.75,7,4.630122774856001
944,26,464.75,8,4.126951521175
945,26,464.75,9,4.188540731843
946,26,464.75,10,4.631866133641999
947,26,464.75,11,4.581806889072
948,26,464.75,12,4.6329493069979995
949,26,464.75,13,4.292574561519999
950,26,464.75,14,4.633169586072
951,26,464.75,15,4.195508173401
952,26,464.75,16,4.630992239359
953,26,464.75,17,4.511293590076
954,26,464.75,18,4.0671031790839995
955,26,464.75,19,4.333923199518001
956,26,464.75,20,4.629903911665
957,26,464.75,21,4.632296130524999
958,26,464.75,22,4.278204891754
959,26,464.75,23,4.3818039818
960,26,464.75,24,4.341984075443
961,26,464.75,25,4.353726681516
962,26,464.75,26,4.088660615599
963,26,464.75,27,4.460360267847999
964,26,464.75,28,4.155896955311
965,26,464.75,29,4.633387006736999
966,26,464.75,30,4.517159455123
967,26,464.75,31,4.489956316231
968,26,464.75,32,4.259489804596
969,26,464.75,33,4.631210194784
970,26,464.75,34,4.170044708472
971,26,464.75,35,4.40856855808
972,27,483.4,0,5.7684672204169996
973,27,483.4,1,5.406289401558
974,27,483.4,2,3.8752128955300003
975,27,483.4,3,5.790581033374
976,27,483.4,4,4.809255314175999
977,27,483.4,5,5.515474898858
978,27,483.4,6,5.456410762802999
979,27,483.4,7,5.559012263025
980,27,483.4,8,5.793175538587
981,27,483.4,9,5.620203319723
982,27,483.4,10,5.7159827993970005
983,27,483.4,11,4.952565995137
984,27,483.4,12,5.798821316932001
985,27,483.4,13,5.493592616768
986,27,483.4,14,5.786115066181999
987,27,483.4,15,5.59243301625
988,27,483.4,16,5.784936645089001
989,27,483.4,17,5.791292397173
990,27,483.4,18,5.612903422332
991,27,483.4,19,5.57643430507
992,27,483.4,20,5.7898724165169995
993,27,483.4,21,5.795760352216
994,27,483.4,22,5.788702183530001
995,27,483.4,23,4.95656224682
996,27,483.4,24,5.7922359723409995
997,27,483.4,25,5.2431929096320005
998,27,483.4,26,5.187669464093
999,27,483.4,27,5.771291550406
1000,27,483.4,28,5.265556596723
1001,27,483.4,29,5.790584366437001
1002,27,483.4,30,4.830899010293
1003,27,483.4,31,5.765646753014999
1004,27,483.4,32,5.006694189748
1005,27,483.4,33,5.789170764994
1006,27,483.4,34,3.951458907521
1007,27,483.4,35,5.071877616508
1008,28,501.45,0,3.4452627355009993
1009,28,501.45,1,3.197542336918
1010,28,501.45,2,2.0282699109079996
1011,28,501.45,3,3.559982461954
1012,28,501.45,4,2.8676224113999997
1013,28,501.45,5,3.047112271645
1014,28,501.45,6,3.1530041155740003
1015,28,501.45,7,3.2936173535820004
1016,28,501.45,8,3.5598534902940004
1017,28,501.45,9,3.371022293405
1018,28,501.45,10,3.405873799512
1019,28,501.45,11,2.620636275483
1020,28,501.45,12,3.5677048463470005
1021,28,501.45,13,3.1947212052600005
1022,28,501.45,14,3.5587511877429994
1023,28,501.45,15,3.2982836738409995
1024,28,501.45,16,3.5485566223519998
1025,28,501.45,17,3.5452537693370005
1026,28,501.45,18,3.539365082532
1027,28,501.45,19,3.3026852045929997
1028,28,501.45,20,3.5245330630220004
1029,28,501.45,21,3.538381674054
1030,28,501.45,22,3.541463114994
1031,28,501.45,23,2.8171912166409996
1032,28,501.45,24,3.5625587129680003
1033,28,501.45,25,3.183437865786
1034,28,501.45,26,3.0306762647789998
1035,28,501.45,27,3.41127853239
1036,28,501.45,28,3.028958742052
1037,28,501.45,29,3.559107522843
1038,28,501.45,30,2.776089380705
1039,28,501.45,31,3.5621982416330003
1040,28,501.45,32,3.036940789455
1041,28,501.45,33,3.5417008077870005
1042,28,501.45,34,2.181141705939
1043,28,501.45,35,2.8202484794
1044,29,522.15,0,4.772263903413
1045,29,522.15,1,4.929835431621001
1046,29,522.15,2,2.827493420633
1047,29,522.15,3,5.567925621467
1048,29,522.15,4,4.146318641096
1049,29,522.15,5,4.178428920947
1050,29,522.15,6,4.767556810485
1051,29,522.15,7,4.986897279228001
1052,29,522.15,8,5.475357949248
1053,29,522.15,9,5.165238586229
1054,29,522.15,10,5.165548199243
1055,29,522.15,11,3.259690801225
1056,29,522.15,12,5.580591220212
1057,29,522.15,13,4.621974013840999
1058,29,522.15,14,5.540054907242
1059,29,522.15,15,4.979774953476
1060,29,522.15,16,5.470995334453
1061,29,522.15,17,5.195374638636
1062,29,522.15,18,5.093579121755001
1063,29,522.15,19,5.081732079656001
1064,29,522.15,20,5.387817409049999
1065,29,522.15,21,5.349226451647
1066,29,522.15,22,5.195385808034
1067,29,522.15,23,4.362577672938
1068,29,522.15,24,5.530962213465999
1069,29,522.15,25,4.768042561234
1070,29,522.15,26,4.466674638159
1071,29,522.15,27,5.073309007584999
1072,29,522.15,28,4.528108502157
1073,29,522.15,29,5.514761018152
1074,29,522.15,30,4.1761531379640005
1075,29,522.15,31,5.412940518688
1076,29,522.15,32,4.532984651387
1077,29,522.15,33,5.32443300846
1078,29,522.15,34,2.9803801082950003
1079,29,522.15,35,4.009004765606
1080,30,533.65,0,4.466125552291
1081,30,533.65,1,4.897054020547999
1082,30,533.65,2,3.8173643903160004
1083,30,533.65,3,5.179732790076999
1084,30,533.65,4,3.7717114502790006
1085,30,533.65,5,4.110355828865001
1086,30,533.65,6,4.087670520362
1087,30,533.65,7,4.427141138988
1088,30,533.65,8,4.264721650694
1089,30,533.65,9,5.094832138447
1090,30,533.65,10,4.546293604720001
1091,30,533.65,11,4.665991946408999
1092,30,533.65,12,4.947979947657001
1093,30,533.65,13,4.274034990375999
1094,30,533.65,14,5.201445597483
1095,30,533.65,15,3.8719119797559998
1096,30,533.65,16,5.162057963389
1097,30,533.65,17,3.3669514527769997
1098,30,533.65,18,4.730712323892999
1099,30,533.65,19,4.753674583442
1100,30,533.65,20,4.726825409188001
1101,30,533.65,21,4.878665128033
1102,30,533.65,22,4.124417872854001
1103,30,533.65,23,4.520548430683
1104,30,533.65,24,3.9380396460369997
1105,30,533.65,25,4.3052189009370005
1106,30,533.65,26,4.21488619793
1107,30,533.65,27,4.940335452626001
1108,30,533.65,28,3.591886471947
1109,30,533.65,29,3.947927972961
1110,30,533.65,30,4.7574487299
1111,30,533.65,31,5.101657037353
1112,30,533.65,32,4.337095253446001
1113,30,533.65,33,4.873667592367999
1114,30,533.65,34,3.9410978682569997
1115,30,533.65,35,4.740031822625999
1116,31,542.9499999999999,0,6.750884220039
1117,31,542.9499999999999,1,7.531873777632999
1118,31,542.9499999999999,2,5.5279237392019995
1119,31,542.9499999999999,3,7.959664158523001
1120,31,542.9499999999999,4,5.746894687029999
1121,31,542.9499999999999,5,6.012688074952999
1122,31,542.9499999999999,6,6.156838076603
1123,31,542.9499999999999,7,6.801378810738001
1124,31,542.9499999999999,8,6.572672135783
1125,31,542.9499999999999,9,7.830926604780999
1126,31,542.9499999999999,10,6.809286931411001
1127,31,542.9499999999999,11,6.876586656561
1128,31,542.9499999999999,12,7.475510895724999
1129,31,542.9499999999999,13,6.451842716368001
1130,31,542.9499999999999,14,8.047669732171999
1131,31,542.9499999999999,15,5.537447568483
1132,31,542.9499999999999,16,7.967375460438
1133,31,542.9499999999999,17,5.115722060524001
1134,31,542.9499999999999,18,7.178079151196
1135,31,542.9499999999999,19,7.284718456248
1136,31,542.9499999999999,20,7.183756418258999
1137,31,542.9499999999999,21,7.448353343714
1138,31,542.9499999999999,22,5.908683819014
1139,31,542.9499999999999,23,6.913696552012
1140,31,542.9499999999999,24,6.213815745153001
1141,31,542.9499999999999,25,6.533335150868
1142,31,542.9499999999999,26,6.4613781707680005
1143,31,542.9499999999999,27,7.563706865218999
1144,31,542.9499999999999,28,5.557090145798999
1145,31,542.9499999999999,29,5.92005113258
1146,31,542.9499999999999,30,6.986676536176001
1147,31,542.9499999999999,31,7.984005590649001
1148,31,542.9499999999999,32,6.685615020238
1149,31,542.9499999999999,33,7.38632013593
1150,31,542.9499999999999,34,5.765937032161999
1151,31,542.9499999999999,35,7.126576105918001
1152,32,550.5999999999999,0,6.240723497324
1153,32,550.5999999999999,1,7.227981066953001
1154,32,550.5999999999999,2,5.155520311153
1155,32,550.5999999999999,3,7.616411535079999
1156,32,550.5999999999999,4,5.388046652549
1157,32,550.5999999999999,5,5.617191902467
1158,32,550.5999999999999,6,5.935001223885
1159,32,550.5999999999999,7,6.503710510022
1160,32,550.5999999999999,8,6.2836541437069995
1161,32,550.5999999999999,9,7.498203309413
1162,32,550.5999999999999,10,6.42694551437
1163,32,550.5999999999999,11,6.265059192032
1164,32,550.5999999999999,12,7.147672849429001
1165,32,550.5999999999999,13,6.0357243843549995
1166,32,550.5999999999999,14,7.750211093414
1167,32,550.5999999999999,15,4.993838194648999
1168,32,550.5999999999999,16,7.581086575513001
1169,32,550.5999999999999,17,4.9979364254680005
1170,32,550.5999999999999,18,6.8566295298930005
1171,32,550.5999999999999,19,6.977626402165001
1172,32,550.5999999999999,20,6.805349529882
1173,32,550.5999999999999,21,7.088594720971
1174,32,550.5999999999999,22,5.329313683510001
1175,32,550.5999999999999,23,6.522657365968999
1176,32,550.5999999999999,24,6.050231371251
1177,32,550.5999999999999,25,6.230116947456
1178,32,550.5999999999999,26,6.204850980951999
1179,32,550.5999999999999,27,7.179645519829999
1180,32,550.5999999999999,28,5.346025142078
1181,32,550.5999999999999,29,5.621648026805
1182,32,550.5999999999999,30,6.635295960393001
1183,32,550.5999999999999,31,7.768044398934999
1184,32,550.5999999999999,32,6.368967125343001
1185,32,550.5999999999999,33,7.010341122071
1186,32,550.5999999999999,34,5.368703982437999
1187,32,550.5999999999999,35,6.580822269511999
1188,33,559.6499999999999,0,6.33717017025
1189,33,559.6499999999999,1,7.645833293919
1190,33,559.6499999999999,2,5.326313305557001
1191,33,559.6499999999999,3,7.958232918727001
1192,33,559.6499999999999,4,5.559010779566
1193,33,559.6499999999999,5,5.72343795983
1194,33,559.6499999999999,6,6.27040409723
1195,33,559.6499999999999,7,6.829322660442001
1196,33,559.6499999999999,8,6.617777633079
1197,33,559.6499999999999,9,7.8933332451739995
1198,33,559.6499999999999,10,6.720656908609
1199,33,559.6499999999999,11,6.178370162999999
1200,33,559.6499999999999,12,7.508912391939
1201,33,559.6499999999999,13,6.170874571475999
1202,33,559.6499999999999,14,8.215622870272
1203,33,559.6499999999999,15,4.926010239978
1204,33,559.6499999999999,16,7.836639513653999
1205,33,559.6499999999999,17,5.266848981841
1206,33,559.6499999999999,18,7.240319154092002
1207,33,559.6499999999999,19,7.357198772536
1208,33,559.6499999999999,20,7.089339885173
1209,33,559.6499999999999,21,7.414273340584
1210,33,559.6499999999999,22,5.292838642613
1211,33,559.6499999999999,23,6.747776449254999
1212,33,559.6499999999999,24,6.469626475715
1213,33,559.6499999999999,25,6.530054084562
1214,33,559.6499999999999,26,6.573062046426
1215,33,559.6499999999999,27,7.449642336473
1216,33,559.6499999999999,28,5.632332393396999
1217,33,559.6499999999999,29,6.037147679856
1218,33,559.6499999999999,30,6.757694469632
1219,33,559.6499999999999,31,8.228547071827998
1220,33,559.6499999999999,32,6.642273821750001
1221,33,559.6499999999999,33,7.309328857805999
1222,33,559.6499999999999,34,5.410667046354001
1223,33,559.6499999999999,35,6.724032475215001
1224,34,573.8999999999999,0,2.302457759101
1225,34,573.8999999999999,1,2.9932447822399997
1226,34,573.8999999999999,2,1.987042635784
1227,34,573.8999999999999,3,3.0447401656310005
1228,34,573.8999999999999,4,2.123412488306
1229,34,573.8999999999999,5,2.0998887513830002
1230,34,573.8999999999999,6,2.412276897934
1231,34,573.8999999999999,7,2.6629959461009998
1232,34,573.8999999999999,8,2.5720522445689995
1233,34,573.8999999999999,9,3.0657902963790002
1234,34,573.8999999999999,10,2.6037771576759994
1235,34,573.8999999999999,11,2.234198539217
1236,34,573.8999999999999,12,2.853374887276
1237,34,573.8999999999999,13,2.2912438278140006
1238,34,573.8999999999999,14,3.2254166044979997
1239,34,573.8999999999999,15,1.7558516305400003
1240,34,573.8999999999999,16,2.924156150948
1241,34,573.8999999999999,17,2.0521667310560003
1242,34,573.8999999999999,18,2.838330055791
1243,34,573.8999999999999,19,2.8592037277610003
1244,34,573.8999999999999,20,2.6952027234839995
1245,34,573.8999999999999,21,2.8398521849589997
1246,34,573.8999999999999,22,1.9305843898750001
1247,34,573.8999999999999,23,2.539016738715
1248,34,573.8999999999999,24,2.561566299373
1249,34,573.8999999999999,25,2.5005610637309994
1250,34,573.8999999999999,26,2.5848391394220003
1251,34,573.8999999999999,27,2.8453191628339995
1252,34,573.8999999999999,28,2.201459221846
1253,34,573.8999999999999,29,2.377346077087
1254,34,573.8999999999999,30,2.583121782781
1255,34,573.8999999999999,31,3.1970134807290003
1256,34,573.8999999999999,32,2.619014911244
1257,34,573.8999999999999,33,2.774410587331
1258,34,573.8999999999999,34,1.96768310353
1259,34,573.8999999999999,35,2.471836024174
1260,35,591.8499999999999,0,5.316717524843
1261,35,591.8499999999999,1,7.21241396174
1262,35,591.8499999999999,2,4.7624338109530004
1263,35,591.8499999999999,3,7.230349102174
1264,35,591.8499999999999,4,5.086377803092001
1265,35,591.8499999999999,5,4.888971406243
1266,35,591.8499999999999,6,5.6614890311509996
1267,35,591.8499999999999,7,6.473724249149
1268,35,591.8499999999999,8,6.166006270494
1269,35,591.8499999999999,9,7.399343643088
1270,35,591.8499999999999,10,6.273813345021
1271,35,591.8499999999999,11,5.086696954363
1272,35,591.8499999999999,12,6.855095350773
1273,35,591.8499999999999,13,5.243165506693001
1274,35,591.8499999999999,14,7.834036631123002
1275,35,591.8499999999999,15,3.929373377208
1276,35,591.8499999999999,16,6.6453230496760005
1277,35,591.8499999999999,17,5.159607995307
1278,35,591.8499999999999,18,6.8697795943090005
1279,35,591.8499999999999,19,6.839041693106001
1280,35,591.8499999999999,20,6.426910522789
1281,35,591.8499999999999,21,6.562236307859
1282,35,591.8499999999999,22,4.460453850657
1283,35,591.8499999999999,23,5.999011455942001
1284,35,591.8499999999999,24,6.275068629748999
1285,35,591.8499999999999,25,5.842214576002999
1286,35,591.8499999999999,26,6.221775960506
1287,35,591.8499999999999,27,6.850299638618999
1288,35,591.8499999999999,28,5.361981831378
1289,35,591.8499999999999,29,5.827847248412001
1290,35,591.8499999999999,30,6.006741716068
1291,35,591.8499999999999,31,7.604782817045999
1292,35,591.8499999999999,32,6.321245188943
1293,35,591.8499999999999,33,6.433092471687
1294,35,591.8499999999999,34,4.384773598886
1295,35,591.8499999999999,35,5.725591703550001
1296,36,607.2499999999999,0,4.369126457673
1297,36,607.2499999999999,1,6.016661574327
1298,36,607.2499999999999,2,4.466887356115999
1299,36,607.2499999999999,3,5.598607836886
1300,36,607.2499999999999,4,3.9357055688419997
1301,36,607.2499999999999,5,4.333189968316
1302,36,607.2499999999999,6,4.950470948045
1303,36,607.2499999999999,7,4.916648504314
1304,36,607.2499999999999,8,4.616697698426001
1305,36,607.2499999999999,9,6.081448373670001
1306,36,607.2499999999999,10,5.261702531397
1307,36,607.2499999999999,11,5.6405998923129985
1308,36,607.2499999999999,12,5.828714511683001
1309,36,607.2499999999999,13,4.540115903425001
1310,36,607.2499999999999,14,6.2504560314279995
1311,36,607.2499999999999,15,3.447206231208
1312,36,607.2499999999999,16,4.438996058166999
1313,36,607.2499999999999,17,4.034853602848999
1314,36,607.2499999999999,18,5.234960099616002
1315,36,607.2499999999999,19,5.758932463898
1316,36,607.2499999999999,20,5.044145338612999
1317,36,607.2499999999999,21,5.189734423921
1318,36,607.2499999999999,22,3.205958210121
1319,36,607.2499999999999,23,4.844654603148
1320,36,607.2499999999999,24,4.991626461147001
1321,36,607.2499999999999,25,5.0419035841639985
1322,36,607.2499999999999,26,5.252548342242999
1323,36,607.2499999999999,27,5.909615280273
1324,36,607.2499999999999,28,4.738252794703
1325,36,607.2499999999999,29,4.541855712293
1326,36,607.2499999999999,30,4.753837161051
1327,36,607.2499999999999,31,6.4168729213189994
1328,36,607.2499999999999,32,5.633306677394
1329,36,607.2499999999999,33,5.458103854689
1330,36,607.2499999999999,34,4.055165319628
1331,36,607.2499999999999,35,5.794488579314001
1332,37,619.9999999999999,0,3.2217941524399993
1333,37,619.9999999999999,1,4.653832170163999
1334,37,619.9999999999999,2,3.3381640772440004
1335,37,619.9999999999999,3,4.327726468371
1336,37,619.9999999999999,4,3.0025653336650002
1337,37,619.9999999999999,5,3.334434619282
1338,37,619.9999999999999,6,3.914849390338
1339,37,619.9999999999999,7,3.8529625164199994
1340,37,619.9999999999999,8,3.5484274593690004
1341,37,619.9999999999999,9,4.7424763679429995
1342,37,619.9999999999999,10,4.1184817323719995
1343,37,619.9999999999999,11,4.250932214427001
1344,37,619.9999999999999,12,4.512899885629
1345,37,619.9999999999999,13,3.4956256468839992
1346,37,619.9999999999999,14,4.8362695561210005
1347,37,619.9999999999999,15,2.5774451602640003
1348,37,619.9999999999999,16,3.2966183497289996
1349,37,619.9999999999999,17,3.229341977609
1350,37,619.9999999999999,18,4.067339627131999
1351,37,619.9999999999999,19,4.454561160460001
1352,37,619.9999999999999,20,3.870970498777
1353,37,619.9999999999999,21,3.980365429757
1354,37,619.9999999999999,22,2.387242337709
1355,37,619.9999999999999,23,3.710728487257001
1356,37,619.9999999999999,24,3.863722277674
1357,37,619.9999999999999,25,3.874335063591
1358,37,619.9999999999999,26,4.024873681465
1359,37,619.9999999999999,27,4.628532638688
1360,37,619.9999999999999,28,3.6582784242559994
1361,37,619.9999999999999,29,3.5215355280479996
1362,37,619.9999999999999,30,3.7780209332780004
1363,37,619.9999999999999,31,4.952836912317
1364,37,619.9999999999999,32,4.417516875588
1365,37,619.9999999999999,33,4.150764495292
1366,37,619.9999999999999,34,3.097937819088
1367,37,619.9999999999999,35,4.464627959856
1368,38,632.9999999999999,0,5.2731021025930005
1369,38,632.9999999999999,1,7.715421910672998
1370,38,632.9999999999999,2,5.405275868052
1371,38,632.9999999999999,3,7.0999638503970015
1372,38,632.9999999999999,4,4.9377666776439995
1373,38,632.9999999999999,5,5.505134005129001
1374,38,632.9999999999999,6,6.566355775353
1375,38,632.9999999999999,7,6.4314198538400005
1376,38,632.9999999999999,8,5.839851575238999
1377,38,632.9999999999999,9,7.919302873436001
1378,38,632.9999999999999,10,6.89546899207
1379,38,632.9999999999999,11,6.89968842467
1380,38,632.9999999999999,12,7.465247875882
1381,38,632.9999999999999,13,5.768314248959
1382,38,632.9999999999999,14,7.99783553751
1383,38,632.9999999999999,15,4.187229626432999
1384,38,632.9999999999999,16,5.283224901957
1385,38,632.9999999999999,17,5.417090559990001
1386,38,632.9999999999999,18,6.859013681815
1387,38,632.9999999999999,19,7.369674434829
1388,38,632.9999999999999,20,6.382251257888998
1389,38,632.9999999999999,21,6.5298777181270005
1390,38,632.9999999999999,22,3.8845676537690004
1391,38,632.9999999999999,23,5.997925547269001
1392,38,632.9999999999999,24,6.433077921934999
1393,38,632.9999999999999,25,6.365308188385001
1394,38,632.9999999999999,26,6.603704368246
1395,38,632.9999999999999,27,7.773947081636
1396,38,632.9999999999999,28,6.08247129025
1397,38,632.9999999999999,29,5.850911246878
1398,38,632.9999999999999,30,6.241119493611
1399,38,632.9999999999999,31,8.187507104433
1400,38,632.9999999999999,32,7.326090788337001
1401,38,632.9999999999999,33,6.771731546002999
1402,38,632.9999999999999,34,4.954256945610001
1403,38,632.9999999999999,35,7.374211227178
1404,39,641.5999999999999,0,1.1833642840739997
1405,39,641.5999999999999,1,1.7476157928379996
1406,39,641.5999999999999,2,1.211452444095
1407,39,641.5999999999999,3,1.6027648574839999
1408,39,641.5999999999999,4,1.115555978347
1409,39,641.5999999999999,5,1.2419222048529999
1410,39,641.5999999999999,6,1.4924558625600002
1411,39,641.5999999999999,7,1.46075321064
1412,39,641.5999999999999,8,1.310901640651
1413,39,641.5999999999999,9,1.8011476888489997
1414,39,641.5999999999999,10,1.5710792536570002
1415,39,641.5999999999999,11,1.546565805113
1416,39,641.5999999999999,12,1.6886933939259998
1417,39,641.5999999999999,13,1.3027871849780002
1418,39,641.5999999999999,14,1.8061133740249997
1419,39,641.5999999999999,15,0.946300018973
1420,39,641.5999999999999,16,1.1711945353089999
1421,39,641.5999999999999,17,1.235826707576
1422,39,641.5999999999999,18,1.568384531575
1423,39,641.5999999999999,19,1.665823657656
1424,39,641.5999999999999,20,1.4427492082099997
1425,39,641.5999999999999,21,1.469098057467
1426,39,641.5999999999999,22,0.872234519069
1427,39,641.5999999999999,23,1.337044687538
1428,39,641.5999999999999,24,1.4610090800460003
1429,39,641.5999999999999,25,1.4323703286209999
1430,39,641.5999999999999,26,1.484115477472
1431,39,641.5999999999999,27,1.7724999363829999
1432,39,641.5999999999999,28,1.3787190659030002
1433,39,641.5999999999999,29,1.334187471004
1434,39,641.5999999999999,30,1.4096940318459998
1435,39,641.5999999999999,31,1.850065625372
1436,39,641.5999999999999,32,1.6567182149530002
1437,39,641.5999999999999,33,1.5183756462509999
1438,39,641.5999999999999,34,1.100360980697
1439,39,641.5999999999999,35,1.6588469770970002
1440,40,654.3499999999999,0,5.074667095747
1441,40,654.3499999999999,1,7.574901798355999
1442,40,654.3499999999999,2,5.175912055547
1443,40,654.3499999999999,3,6.8672296122850005
1444,40,654.3499999999999,4,4.823367191016001
1445,40,654.3499999999999,5,5.363859404056001
1446,40,654.3499999999999,6,6.474630054427998
1447,40,654.3499999999999,7,6.330923769633
1448,40,654.3499999999999,8,5.612554628858001
1449,40,654.3499999999999,9,7.837002028320999
1450,40,654.3499999999999,10,6.856683295051999
1451,40,654.3499999999999,11,6.6141642121799995
1452,40,654.3499999999999,12,7.294347909459999
1453,40,654.3499999999999,13,5.62320826295
1454,40,654.3499999999999,14,7.7922297070490005
1455,40,654.3499999999999,15,4.090173304096
1456,40,654.3499999999999,16,4.9428896270710005
1457,40,654.3499999999999,17,5.424322613448
1458,40,654.3499999999999,18,6.826613454568999
1459,40,654.3499999999999,19,7.190669287055001
1460,40,654.3499999999999,20,6.240022022516
1461,40,654.3499999999999,21,6.304995227738998
